Gene	Gene.name	Tissue	nTPM	fda	gwcat	gwasTraits	fdaGeneDesc
ENSG00000158764	ITLN2	small_intestine	408.3	0	1	Crohns disease;Inflammatory bowel disease	
ENSG00000131981	LGALS3	small_intestine	853.4	0	1	Blood protein levels in cardiovascular risk;Protein biomarker;Testicular germ cell tumor;Leukoderma in response to rhododendrol;Blood protein levels	
ENSG00000168961	LGALS9	small_intestine	41.8	0	1	Blood protein levels;Crohns disease;Irritable mood	
ENSG00000163898	LIPH	small_intestine	11.8	0	1	Hip circumference adjusted for BMI	
ENSG00000259823	LYPD8	small_intestine	26.4	0	1	Lead levels	
ENSG00000141434	MEP1B	small_intestine	363.9	0	1	Metabolite levels;TRAIL levels	
ENSG00000096395	MLN	small_intestine	43.3	0	1	Phosphorus levels;Alzheimers disease (age of onset);Asthma and attention deficit hyperactivity disorder;Blood protein levels;Body mass index	
ENSG00000262406	MMP12	small_intestine	7.8	0	1	Chronic obstructive pulmonary disease (severe);Cerebrospinal fluid levels of Alzheimers disease-related proteins;Post bronchodilator FEV1/FVC ratio in COPD;Blood protein levels in cardiovascular risk	
ENSG00000170476	MZB1	small_intestine	47.8	0	1	Body mass index;Malaria;Electrocardiogram morphology (amplitude at temporal datapoints)	
ENSG00000118257	NRP2	small_intestine	14.9	0	1	Blood protein levels;Craniofacial microsomia;Diisocyanate-induced asthma;Neuropathy x type 2 diabetes interaction;Daytime nap	
ENSG00000133636	NTS	small_intestine	165.8	0	1	Amyotrophic lateral sclerosis (sporadic);Type 2 diabetes;Metabolite levels;Triglyceride levels	
ENSG00000102837	OLFM4	small_intestine	1296.1	0	1	Amyotrophic lateral sclerosis (sporadic);BMI (adjusted for smoking behaviour);Body mass index;Adventurousness	
ENSG00000162896	PIGR	small_intestine	809.8	0	1	Blood protein levels;Coronary atherosclerosis (increased number of diseased vessels) (traffic exposure interaction);Precuneus cortex volume;Inflammatory bowel disease	
ENSG00000138308	PLA2G12B	small_intestine	33.1	0	1	Triglyceride levels;Refractive error;HDL cholesterol levels;Systolic blood pressure	
ENSG00000131096	PYY	small_intestine	41.6	0	1	Response to taxane treatment (placlitaxel);Triglyceride levels;Pulse pressure;Gut microbiota (bacterial taxa, hurdle binary method);Diverticular disease	
ENSG00000134193	REG4	small_intestine	662.5	0	1	Blood protein levels	
ENSG00000163515	RETNLB	small_intestine	34.5	0	1	Metabolite levels	
ENSG00000070031	SCT	small_intestine	8.6	0	1	Bipolar disorder;Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies);Type 2 diabetes	
ENSG00000141574	SECTM1	small_intestine	90.4	0	1	Blood protein levels;Monocyte percentage of white cells	
ENSG00000122711	SPINK4	small_intestine	638.1	0	1	Influenza A (H1N1) infection;Mild influenza (H1N1) infection;Severe influenza A (H1N1) infection	
ENSG00000137648	TMPRSS4	small_intestine	22.4	0	1	Lean body mass	
ENSG00000178473	UCN3	small_intestine	6.5	0	1	Intelligence	
ENSG00000146469	VIP	small_intestine	45.8	0	1	Allergic rhinitis;Hip circumference adjusted for BMI;Bipolar disorder;Diastolic blood pressure x quantitative lifestyle risk score interaction (1df test)	
ENSG00000143816	WNT9A	small_intestine	6	0	1	Height;Triglyceride levels;HDL cholesterol levels;Systolic blood pressure;Diastolic blood pressure	
ENSG00000174992	ZG16	small_intestine	136.9	0	1	Blood protein levels	
