Gene	Gene.name	Tissue	nTPM	fda	gwcat	gwasTraits	fdaGeneDesc
ENSG00000157368	IL34	spleen	106.3	0	1	Cerebrospinal P-tau181p levels;Intraocular pressure;Brain morphology (MOSTest);Hippocampal volume in Alzheimers disease dementia;Diffuse cutaneous systemic sclerosis	
ENSG00000107821	KAZALD1	spleen	18	0	1	Refractive error;Spherical equivalent or myopia (age of diagnosis);Regular attendance at a pub or social club;Intraocular pressure;Low myopia vs hyperopia	
ENSG00000187116	LILRA5	spleen	76.3	0	1	Alzheimers disease or HDL levels (pleiotropy);Blood protein levels;HDL cholesterol;High density lipoprotein cholesterol levels	
ENSG00000112799	LY86	spleen	52.7	0	1	Response to radiotherapy in cancer (late toxicity);Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour);Refractive error;Waist-to-hip ratio adjusted for body mass index	
ENSG00000197629	MPEG1	spleen	207.4	0	1	Hepatitis B surface antigen seroclearance in chronic hepatitis B infection	
ENSG00000170476	MZB1	spleen	272.2	0	1	Body mass index;Malaria;Electrocardiogram morphology (amplitude at temporal datapoints)	
ENSG00000074527	NTN4	spleen	181.5	0	1	Metabolite levels;Blood pressure (smoking interaction);Schizophrenia;Amyotrophic lateral sclerosis	
ENSG00000197646	PDCD1LG2	spleen	15.1	0	1	Blood protein levels;Serum alkaline phosphatase levels	
ENSG00000117215	PLA2G2D	spleen	11	0	1	Crohns disease;Obesity-related traits;Group IIA secretory phospholipase A2 levels in individuals with elevated hsCRP	
ENSG00000146070	PLA2G7	spleen	27.2	0	1	Lipoprotein-associated phospholipase A2 activity change in response to darapladib treatment in cardiovascular disease;Lipoprotein phospholipase A2 activity in cardiovascular disease;Blood protein levels;Lipoprotein-associated phospholipase A2 activity and mass	
ENSG00000168081	PNOC	spleen	14.4	0	1	Metabolite levels;Body mass index;Daytime nap	
ENSG00000163736	PPBP	spleen	53.6	0	1	Waist-hip ratio;Interleukin-6 levels;Metabolite levels;Mean corpuscular hemoglobin;Neutrophil count	
ENSG00000163421	PROK2	spleen	22.5	0	1	Blood protein levels;Serum metabolite levels (CMS);Monocyte count;Monocyte percentage of white cells	
ENSG00000169413	RNASE6	spleen	62.1	0	1	Blood protein levels	
ENSG00000117090	SLAMF1	spleen	6.7	0	1	Memory decline;Multiple sclerosis;Eosinophil percentage of white cells;Eosinophil counts;Microalbuminuria	
ENSG00000107742	SPOCK2	spleen	29.1	0	1	Blood protein levels;Smoking behavior;Insulin-like growth factors;Response to antioxidants and zinc in age-related macular degeneration (disease progression)	
ENSG00000241186	TDGF1	spleen	20.9	0	1	Refractive error;Blood protein levels;Metabolite levels;Glaucoma (primary open-angle);Mean spheric corpuscular volume	
ENSG00000232810	TNF	spleen	6.5	1	1	C-reactive protein levels;Vitiligo;Attention deficit hyperactivity disorder;Rheumatoid arthritis	Tumor necrosis factor
ENSG00000028137	TNFRSF1B	spleen	53.3	0	1	Blood protein levels in cardiovascular risk;Urate levels (BMI interaction);Eosinophil counts;Eosinophil percentage of white cells;Tuberculosis	
ENSG00000102524	TNFSF13B	spleen	15.9	1	1	Metabolite levels;HDL cholesterol levels;Apolipoprotein A1 levels;White blood cell count;Plateletcrit	TNF superfamily member 13b
ENSG00000124731	TREM1	spleen	11.1	0	1	Blood protein levels;Femur bone mineral density x serum urate levels interaction	
ENSG00000146469	VIP	spleen	9.7	0	1	Allergic rhinitis;Hip circumference adjusted for BMI;Bipolar disorder;Diastolic blood pressure x quantitative lifestyle risk score interaction (1df test)	
ENSG00000143185	XCL2	spleen	13.4	0	1	Metabolite levels;Squamous cell lung carcinoma;Granulocyte percentage of myeloid white cells;Monocyte percentage of white cells;White blood cell count	
